PositionX;PositionY;PositionZ;Mass;VelocityX;VelocityY;VelocityZ;Size;AccelerationX;AccelerationY;AccelerationZ;Force;ColorR;ColorG;ColorB;Movable
22.555;133.481;10.0377;13.299;-11.0355;-1.24692e-09;24.7971;1.48843;-1.40858;-9.74154;0.0758556;13.6968;1;1;1;1
-241.072;-39.6911;-50.9157;3.93129;4.13653;9.13382e-11;-19.5853;1.61327;3.97204;0.71358;0.714416;4.94871;1;1;1;1
-77.3648;14.8649;96.5585;14.3318;-22.1069;-1.82592e-10;-17.7125;0.812159;8.09791;-1.4265;-7.47965;16.8329;1;1;1;1
30.456;33.7458;-172.805;14.904;23.2978;-3.20636e-10;4.10611;1.39514;-2.43837;-2.50497;5.99537;12.7365;1;1;1;1
83.9535;135.607;118.975;3.61754;-18.3169;-5.16997e-10;12.9251;1.65822;-2.61872;-4.03904;-2.93765;7.77253;1;1;1;1
-5.78435;7.50049;-20.5545;4.69375;63.9867;-9.63415e-09;-18.0068;1.42998;53.523;-75.2668;167.57;251.168;1;1;1;1
-25.4061;-8.56098;-73.944;1.53372;33.7216;4.35499e-10;-11.5863;0.890851;9.96191;3.40233;21.1348;38.7069;1;1;1;1
74.6958;210.927;45.5356;8.39276;-10.8927;-5.46585e-10;17.8683;1.05213;-1.56475;-4.2702;-0.852566;5.85605;1;1;1;1
14.0867;-125.699;-96.4091;10.1695;24.812;8.45237e-10;3.62538;1.56951;-0.923581;6.60341;4.18686;11.1962;1;1;1;1
77.5394;-229.527;19.9271;3.052;-5.04837;4.97386e-10;19.644;1.86468;-1.29611;3.88583;-0.292591;5.22741;1;1;1;1
-124.221;5.19519;7.82963;0.702231;-1.78225;-4.89444e-11;-28.2763;1.13466;11.0554;-0.382378;-0.486504;14.9062;1;1;1;1
-84.6721;120.323;-105.232;13.7994;18.3186;-5.93204e-10;-14.7395;1.51572;3.25552;-4.63441;3.33564;8.91726;1;1;1;1
-83.0377;11.4236;-175.22;13.7933;20.5041;-1.2568e-10;-9.717;1.57715;4.36972;-0.981874;5.38929;10.7731;1;1;1;1
189.912;-63.3435;168.746;6.42753;-12.9809;1.25452e-10;14.6091;0.696432;-3.04051;0.980098;-2.25854;4.77149;1;1;1;1
81.6644;-92.6405;-8.8837;2.0143;3.0734;1.02233e-09;28.2526;1.92593;-7.75876;7.98694;-0.147388;15.9994;1;1;1;1
-10.3112;80.7933;-20.5597;1.51868;30.8412;-2.53128e-09;-15.4677;1.73051;2.57893;-19.7756;4.41908;27.3384;1;1;1;1
